Project Code,Country,Managed By,Fulfill Via,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Line Item Quantity,Line Item Value,Pack Price,Unit Price,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
103-KE-T30,Kenya,PMO - US,Direct Drop,Air,9-Jul-12,28-Jul-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,4440,395160.0,89.0,0.89,1445.0,10719.64,554.01
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,9-Mar-15,9-Mar-15,ARV,Adult,PHARMACY DIRECT,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,5,249.26,49.85,0.83,1047.0,5869.655000000001,0.26
102-KE-T30,Kenya,PMO - US,Direct Drop,Air,29-Jul-10,29-Jul-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,3,240.0,80.0,0.8,1411.0,13150.21,0.52
114-UG-T30,Uganda,PMO - US,Direct Drop,Air,23-Sep-14,23-Sep-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,75,2311.5,30.82,0.1,120.0,1487.76,2.38
104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,Air,21-Sep-10,21-Sep-10,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,1000,50000.0,50.0,0.28,254.0,881.33,107.8
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,23-Jul-15,23-Jul-15,ARV,Pediatric,PHARMACY DIRECT,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Ritonavir,Norvir,12,59.62,4.97,0.06,1047.0,5869.655000000001,0.07
101-CD-T30,"Congo, DRC",PMO - US,Direct Drop,Air,2-Jul-15,2-Jul-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,73,2336.0,32.0,1.6,1047.0,5869.655000000001,2.75
105-GY-T30,Guyana,PMO - US,Direct Drop,Air,17-Sep-14,17-Sep-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2653,84896.0,32.0,1.6,1047.0,5869.655000000001,87.27
104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,Air,10-Jun-11,10-Jun-11,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 500mg [Invirase], tablets, 120 Tabs",Saquinavir,Invirase,1464,154437.73,105.49,0.88,255.0,4204.67,254.82
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,7-Feb-14,7-Feb-14,ARV,Adult,S. BUYS WHOLESALER,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,10,217.06,21.71,0.72,1047.0,5869.655000000001,0.27
104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,Air,3-Aug-10,3-Aug-10,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,3000,233100.0,77.7,0.78,679.0,11163.49,502.56
153-NA-T30,Namibia,PMO - US,Direct Drop,Air,5-Oct-11,5-Oct-11,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,750,24000.0,32.0,1.6,248.0,6654.24,39.6
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,19-Oct-09,19-Oct-09,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600,11761.67,19.6,0.65,1047.0,5869.655000000001,23.05
106-HT-T30,Haiti,PMO - US,Direct Drop,Air,14-Oct-14,14-Oct-14,ARV,Adult,CIPLA LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,8806,40419.54,4.59,0.15,979.0,6161.47,41.55
111-MZ-T30,Mozambique,PMO - US,Direct Drop,Air,23-Feb-10,23-Feb-10,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2360,75520.0,32.0,1.6,1636.0,21087.7,162.82
103-ML-T30,Mali,PMO - US,Direct Drop,Air,13-May-15,13-May-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, ImmunoComb TriSpot Ag - Ab Kit, 36 Tests","HIV 1/2, ImmunoComb TriSpot Ag - Ab Kit",ImmunoComb,65,8125.0,125.0,3.47,24.0,1059.59,8.35
105-GH-T30,Ghana,PMO - US,Direct Drop,Air,12-Jun-14,12-Jun-14,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,6047,8647.21,1.43,0.01,2323.0,7326.63,8.89
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,5-Sep-11,5-Sep-11,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,20000,219000.0,10.95,0.18,2675.0,9656.19,361.35
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,24-Aug-15,24-Aug-15,ARV,Adult,PHARMACY DIRECT,"Darunavir 600mg [Prezista], tablets, 60 Tabs",Darunavir,Prezista,3,151.99,50.66,0.84,1047.0,5869.655000000001,0.16
102-BI-T30,Burundi,PMO - US,Direct Drop,Air,4-Jan-13,4-Jan-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,1472,117760.0,80.0,0.8,638.0,16189.94,145.67
104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,Air,23-Oct-09,23-Oct-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,300,11508.0,38.36,0.11,546.0,4901.51,22.56
161-ZA-T30,South Africa,PMO - US,Direct Drop,Ocean,31-Dec-10,1-Feb-11,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,32080,76671.2,2.39,0.08,2666.0,21695.97,165.3
102-SD-T30,Sudan,PMO - US,Direct Drop,Air,20-Feb-12,20-Feb-12,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,2,16.0,8.0,0.08,2.0,980.7,0.03
113-ZW-T30,Zimbabwe,PMO - US,Direct Drop,Air,9-Dec-13,9-Dec-13,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,2000,10000.0,5.0,5.0,864.0,14314.83,12.37
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,10-Dec-14,10-Dec-14,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,225,5964.4,26.51,0.44,1047.0,5869.655000000001,7.02
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,13-Aug-14,13-Aug-14,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,720,7560.0,10.5,0.35,1047.0,5869.655000000001,7.77
101-CD-T30,"Congo, DRC",PMO - US,Direct Drop,Air,30-Apr-13,30-Apr-13,ANTM,Malaria,ACTION MEDEOR E.V.,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Sulfadoxine/Pyrimethamine,Generic,415,10026.4,24.16,0.02,329.0,1731.89,12.4
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,16-Aug-14,16-Aug-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,5200,316264.0,60.82,0.51,1272.0,3824.06,325.12
107-RW-T30,Rwanda,PMO - US,Direct Drop,Air,18-Feb-15,18-Feb-15,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,4014,98343.0,24.5,24.5,2676.0,35281.73,101.1
107-RW-T30,Rwanda,PMO - US,Direct Drop,Air,14-Apr-11,14-Apr-11,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,1600,38400.0,24.0,0.8,571.0,5161.55,82.79
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,1-Jun-15,1-Jun-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,16800,109032.0,6.49,0.11,1456.0,2984.0,112.08
119-NA-T30,Namibia,PMO - US,Direct Drop,Air,12-Feb-10,12-Feb-10,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,1400,44800.0,32.0,1.6,500.0,5061.46,96.59
104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,Air,7-Oct-13,7-Oct-13,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,670,3015.0,4.5,0.04,76.0,1921.02,3.73
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,11-Dec-12,11-Dec-12,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,104,1581.84,15.21,0.25,18.0,612.07,2.22
114-UG-T30,Uganda,PMO - US,Direct Drop,Air,8-Apr-15,8-Apr-15,ARV,Pediatric,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 100/25mg, tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,4250,34170.0,8.04,0.13,424.0,1488.99,40.22
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,19-Nov-14,19-Nov-14,ARV,Adult,S. BUYS WHOLESALER,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Etravirine,Intelence,39,1523.85,39.07,0.33,1047.0,5869.655000000001,1.89
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,2-Jun-15,2-Jun-15,ARV,Adult,PHARMACY DIRECT,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,31,1545.41,49.85,0.83,1047.0,5869.655000000001,1.59
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,19,626.77,32.99,0.55,1047.0,5869.655000000001,0.78
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,2-Jun-15,2-Jun-15,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,8,136.35,17.04,0.19,1047.0,5869.655000000001,0.14
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,28-Nov-14,28-Nov-14,ARV,Pediatric,PHARMACY DIRECT,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,8,141.69,17.71,0.07,1047.0,5869.655000000001,0.15
105-SS-T30,South Sudan,PMO - US,Direct Drop,Air,8-May-15,8-May-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,35,1120.0,32.0,1.6,191.0,2796.58,1.32
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,7-Apr-14,7-Apr-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,400,9304.0,23.26,0.78,1047.0,5869.655000000001,11.51
114-UG-T30,Uganda,PMO - US,Direct Drop,Air,4-Feb-13,4-Feb-13,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,875,28000.0,32.0,1.6,292.0,4462.61,34.64
107-RW-T30,Rwanda,PMO - US,Direct Drop,Air,22-Jan-14,22-Jan-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,500,2970.0,5.94,0.1,65.0,985.26,3.05
122-HT-T30,Haiti,PMO - US,Direct Drop,Air,18-Jan-12,18-Jan-12,ANTM,Malaria,AMSTELFARMA B.V.,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Sulfadoxine/Pyrimethamine,Generic,10,316.5,31.65,0.03,1047.0,5869.655000000001,0.44
161-ZA-T30,South Africa,PMO - US,Direct Drop,Ocean,12-Oct-10,15-Dec-10,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,52516,236847.16,4.51,0.15,1047.0,5869.655000000001,510.64
106-HT-T30,Haiti,PMO - US,Direct Drop,Ocean,3-Jul-15,3-Jul-15,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,6000,11940.0,1.99,0.03,1047.0,5869.655000000001,12.27
109-TZ-T30,Tanzania,PMO - US,Direct Drop,Air,29-Mar-11,29-Mar-11,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,30,960.0,32.0,1.6,10.0,910.73,1.58
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,19-Feb-15,19-Feb-15,ARV,Pediatric,PHARMACY DIRECT,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,3,73.53,24.51,0.1,1047.0,5869.655000000001,0.08
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,19-Mar-15,19-Mar-15,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,128,2977.28,23.26,0.78,1232.0,2769.45,3.5
109-TZ-T30,Tanzania,PMO - US,Direct Drop,Air,30-Sep-14,30-Sep-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,304,9369.28,30.82,0.1,278.0,5656.74,9.63
105-SS-T30,South Sudan,PMO - US,Direct Drop,Air,29-Sep-14,29-Sep-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,450,14400.0,32.0,1.6,1047.0,5869.655000000001,14.8
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,5-Aug-14,5-Aug-14,ARV,Adult,PHARMACY DIRECT,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Darunavir,Prezista,18,1254.77,69.71,0.58,1047.0,5869.655000000001,1.29
104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,Air,16-Apr-10,16-Apr-10,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,3559,60360.64,16.96,0.09,1061.0,2454.99,118.31
109-TZ-T30,Tanzania,PMO - US,Direct Drop,Air,11-Jun-10,4-Jun-10,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,2855,103236.8,36.16,0.3,1047.0,5869.655000000001,222.58
800-CM-T30,Cameroon,PMO - US,Direct Drop,Air,27-Aug-13,27-Aug-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,5000,400000.0,80.0,0.8,2268.0,37942.89,494.8
116-ZA-T30,South Africa,PMO - US,Direct Drop,Ocean,15-Aug-11,15-Sep-11,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,7548,55100.4,7.3,0.12,391.0,659.58,90.92
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,334,11131.8,33.33,1.11,1047.0,5869.655000000001,13.77
114-UG-T30,Uganda,PMO - US,Direct Drop,Air,19-Jan-10,19-Jan-10,ARV,Adult,ASPEN PHARMACARE,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Darunavir,Prezista,120,10800.0,90.0,0.75,18.0,1190.02,21.17
111-MZ-T30,Mozambique,PMO - US,Direct Drop,Air,22-Nov-11,5-Dec-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,2591,201320.7,77.7,0.78,994.0,12838.85,332.18
117-ET-T30,Ethiopia,PMO - US,Direct Drop,Air,29-Jan-10,29-Jan-10,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,140,3780.0,27.0,1.35,38.0,447.73,8.15
104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,Air,27-Feb-14,27-Feb-14,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,7000,8750.0,1.25,0.04,480.0,5325.3,10.82
900-UG-T30,Uganda,PMO - US,Direct Drop,Air,18-Jul-12,23-Jul-12,ARV,Adult,Aurobindo Pharma Limited,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,10679,272314.5,25.5,0.21,2709.0,11409.29,381.78
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,62,1597.1,25.76,0.21,1047.0,5869.655000000001,1.98
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,22-Dec-11,22-Dec-11,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,23355,54884.25,2.35,0.04,1073.0,5221.88,90.56
901-CM-T30,Cameroon,PMO - US,Direct Drop,Air,9-Nov-13,30-Oct-13,ARV,Adult,CIPLA LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,12600,57960.0,4.6,0.15,1278.0,15106.61,71.7
161-ZA-T30,South Africa,PMO - US,Direct Drop,Ocean,4-Jan-12,4-Jan-12,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,6384,46603.2,7.3,0.12,331.0,5766.83,76.9
101-CD-T30,"Congo, DRC",PMO - US,Direct Drop,Air,4-Nov-14,4-Nov-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,89,2848.0,32.0,1.6,1047.0,5869.655000000001,2.93
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,273,6169.93,22.6,0.75,1047.0,5869.655000000001,7.63
901-CM-T30,Cameroon,PMO - US,Direct Drop,Air,26-Sep-13,26-Sep-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,5000,32500.0,6.5,0.11,294.0,4339.64,40.2
116-ZA-T30,South Africa,South Africa Field Office,Direct Drop,Truck,12-Apr-13,12-Apr-13,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,48,1199.64,24.99,0.08,1047.0,5869.655000000001,1.48
110-ZM-T30,Zambia,PMO - US,Direct Drop,Air,5-Jun-13,6-Jun-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,2950,236000.0,80.0,0.8,1222.0,22041.41,291.93
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,27-Aug-09,27-Aug-09,ARV,Adult,S. BUYS WHOLESALER,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Ritonavir,Norvir,123,1348.43,10.96,0.13,1047.0,5869.655000000001,2.64
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,16-Sep-13,16-Sep-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,71,1651.46,23.26,0.78,15.0,493.42,2.04
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,27-Jul-15,27-Jul-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,13000,84370.0,6.49,0.11,1047.0,5869.655000000001,99.3
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,14-Dec-12,14-Dec-12,ARV,Adult,HETERO LABS LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,385,4966.5,12.9,0.22,1047.0,5869.655000000001,6.96
106-HT-T30,Haiti,PMO - US,Direct Drop,Air,29-Jun-10,29-Jun-10,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,180,3052.8,16.96,0.09,1047.0,5869.655000000001,6.58
105-GY-T30,Guyana,PMO - US,Direct Drop,Air,5-Nov-14,5-Nov-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,12,729.84,60.82,0.2,39.0,790.71,0.75
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,29-Aug-14,29-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,143,3866.47,27.04,0.11,1047.0,5869.655000000001,4.78
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,3-Oct-14,3-Oct-14,ARV,Adult,PHARMACY DIRECT,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,51,795.4,15.6,0.52,1047.0,5869.655000000001,0.82
108-VN-T30,Vietnam,PMO - US,Direct Drop,Air,5-Jun-12,5-Jun-12,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,500,1050.0,2.1,0.01,1047.0,5869.655000000001,1.47
107-RW-T30,Rwanda,PMO - US,Direct Drop,Air,15-Dec-09,15-Dec-09,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,34500,106605.0,3.09,0.05,2044.0,10883.65,208.95
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,13-Jan-14,13-Jan-14,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,8,46.26,5.78,0.1,1047.0,5869.655000000001,0.05
101-CD-T30,"Congo, DRC",PMO - US,Direct Drop,Air,15-Jan-14,15-Jan-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,304,1805.76,5.94,0.1,43.0,453.31,2.23
104-CI-T30,Côte d'Ivoire,PMO - US,Direct Drop,Air,31-Dec-12,31-Dec-12,ARV,Pediatric,Aurobindo Pharma Limited,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Abacavir/Lamivudine,Generic,7228,33248.8,4.6,0.08,338.0,3845.67,46.61
101-CD-T30,"Congo, DRC",PMO - US,Direct Drop,Air,11-Jul-13,19-Jul-13,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,492,615.0,1.25,0.04,27.0,938.06,0.76
116-ZA-T30,South Africa,PMO - US,Direct Drop,Truck,4-Jul-14,4-Jul-14,ARV,Adult,S. BUYS WHOLESALER,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Ritonavir,Norvir,3,19.05,6.35,0.08,1047.0,5869.655000000001,0.02
